int_dis,health_acc_score,health2_acc_score,health2_Monday_score,health2_compete1.5_score,health2_compete2_score,c_healthinfluence,sd_healthinfluence,bus_delay_healthinfluence_2,bus_delay_healthinfluence_1.5,health_acc_score_std,health2_acc_score_std,health2_Monday_score_std,health2_compete1.5_score_std,health2_compete2_score_std,c_healthinfluence_std,sd_healthinfluence_std,bus_delay_healthinfluence_2_std,bus_delay_healthinfluence_1.5_std,food_acc_score,food2_acc_score,food2_Monday_score,food2_compete1.5_score,food2_compete2_score,c_foodinfluence,sd_foodinfluence,bus_delay_foodinfluence_2,bus_delay_foodinfluence_1.5,food_acc_score_std,food2_acc_score_std,food2_Monday_score_std,food2_compete1.5_score_std,food2_compete2_score_std,c_foodinfluence_std,sd_foodinfluence_std,bus_delay_foodinfluence_2_std,bus_delay_foodinfluence_1.5_std,grocery_acc_score,grocery2_acc_score,grocery2_Monday_score,grocery2_compete1.5_score,grocery2_compete2_score,c_groceryinfluence,sd_groceryinfluence,bus_delay_groceryinfluence_2,bus_delay_groceryinfluence_1.5,grocery_acc_score_std,grocery2_acc_score_std,grocery2_Monday_score_std,grocery2_compete1.5_score_std,grocery2_compete2_score_std,c_groceryinfluence_std,sd_groceryinfluence_std,bus_delay_groceryinfluence_2_std,bus_delay_groceryinfluence_1.5_std,city
20,5.642857143,5.487301587,5.258730159,5.246031746,5.236507937,-0.155555556,-0.228571429,-0.022222222,-0.012698413,1.781660172,3.025960388,2.698061185,2.59964076,2.613332673,3.35564341,0.636821542,0.896636436,0.659886791,5.350793651,5.250793651,5.273015873,5.596825397,5.644444444,-0.1,0.022222222,0.371428571,0.323809524,1.573566728,2.201450094,2.439422274,2.58206904,2.513668692,0.937388043,0.699407981,0.763938538,0.594012062,5.368253968,5.158730159,5.133333333,5.531746032,5.585714286,-0.20952381,-0.025396825,0.452380952,0.398412698,1.553786635,2.100089704,2.391293162,2.663676971,2.611236399,0.832891851,0.780926899,0.912787994,0.792450881,Los Angeles
30,3.668803419,4.459401709,4.955128205,4.604700855,4.41025641,0.790598291,0.495726496,-0.544871795,-0.35042735,1.054880094,2.937692955,3.136460208,2.934644884,2.828892978,3.052530327,0.730186467,0.957398434,0.693391742,3.572649573,3.752136752,4.081196581,4.252136752,4.11965812,0.179487179,0.329059829,0.038461538,0.170940171,1.276144081,2.007079474,2.540007305,2.617781341,2.375508126,1.016905367,0.756591005,0.797892959,0.578569428,3.557692308,3.647435897,3.976495726,4.213675214,4.055555556,0.08974359,0.329059829,0.079059829,0.237179487,1.237738412,1.929610873,2.503420124,2.623658005,2.377876059,0.975317188,0.869818444,0.9139354,0.705853587,Los Angeles
40,2.202054795,5.558219178,6.592465753,6.301369863,5.993150685,3.356164384,1.034246575,-0.599315068,-0.29109589,0.540709624,3.353210635,3.646069967,3.778888476,3.742569409,3.086918917,1.080374019,0.73713447,0.52516353,2.517123288,3.445205479,4.280821918,4.130136986,3.640410959,0.928082192,0.835616438,-0.640410959,-0.150684932,0.968426618,1.86864459,2.718760458,2.703602531,2.266780231,1.111467446,0.963437412,0.68675028,0.451685895,2.479452055,3.441780822,4.445205479,4.304794521,3.821917808,0.962328767,1.003424658,-0.623287671,-0.140410959,0.924795347,1.864858851,2.908763443,2.807619289,2.378844132,1.170346112,1.173880362,0.783335111,0.487800135,Los Angeles
50,1.45,5.542857143,6.728571429,6.714285714,6.557142857,4.092857143,1.185714286,-0.171428571,-0.014285714,0.499280057,3.656808823,4.165363962,4.166128777,4.122706781,3.388292218,1.50101028,0.4479025,0.169030851,1.635714286,2.407142857,3.328571429,3.192857143,2.721428571,0.771428571,0.921428571,-0.607142857,-0.135714286,0.590216571,1.30244059,2.180498449,2.101374776,1.662397753,0.842596681,0.937376234,0.664586511,0.401628238,1.614285714,2.507142857,3.735714286,3.728571429,3.121428571,0.892857143,1.228571429,-0.614285714,-0.007142857,0.557302267,1.401419776,2.532126567,2.56384058,2.023131902,0.972251178,1.207547352,0.652452091,0.369647481,Los Angeles
60,0.985294118,3.617647059,5.470588235,5.544117647,5.5,2.632352941,1.852941176,0.029411765,0.073529412,0.121267813,3.095636851,4.463686276,4.483581403,4.467127028,3.08053306,2.306801791,0.297782262,0.262944093,1.014705882,1.338235294,1.676470588,1.779411765,1.676470588,0.323529412,0.338235294,0,0.102941176,0.211084411,0.53560662,0.888419298,1.048746063,0.85415886,0.47130104,0.506975054,0.172773685,0.306141411,1.014705882,1.397058824,2.014705882,2.264705882,2,0.382352941,0.617647059,-0.014705882,0.25,0.211084411,0.576652871,1.376700003,1.662740474,1.327099857,0.489575258,0.914712446,0.211084411,0.436232172,Los Angeles
70,0.988888889,3.611111111,7.288888889,7.455555556,7.422222222,2.622222222,3.677777778,0.133333333,0.166666667,0.105409255,2.502557992,3.99787709,4.056237009,4.044632392,2.488525477,2.855421722,0.429266424,0.502801142,0.977777778,1.133333333,1.388888889,1.6,1.444444444,0.155555556,0.255555556,0.055555556,0.211111111,0.148231354,0.373263771,0.593872162,0.746527542,0.620096243,0.364463932,0.438616597,0.230344691,0.410383335,0.977777778,1.2,1.777777778,2.155555556,1.866666667,0.222222222,0.577777778,0.088888889,0.377777778,0.148231354,0.429266424,0.896657686,1.253409831,0.985284993,0.418068802,0.5992088,0.323062746,0.51007331,Los Angeles
80,0.933333333,1.866666667,8.266666667,9.066666667,9,0.933333333,6.4,0.733333333,0.8,0.25819889,0.743223353,2.63131327,2.576450123,2.618614683,0.59361684,2.028370211,0.703731551,0.861891607,0.933333333,0.933333333,0.933333333,0.933333333,0.933333333,0,0,0,0,0.25819889,0.25819889,0.25819889,0.25819889,0.25819889,0,0,0,0,0.933333333,0.933333333,1.066666667,1.266666667,1.266666667,0,0.133333333,0.2,0.2,0.25819889,0.25819889,0.457737708,0.59361684,0.59361684,0,0.351865775,0.414039336,0.414039336,Los Angeles
0,6.812903226,6.961290323,4.819354839,3.116129032,3.406451613,0.148387097,-2.141935484,-1.412903226,-1.703225806,2.760545534,2.818961472,2.75037416,1.697801629,1.949681207,0.356635584,0.871174082,1.005098023,1.238842115,8.019354839,7.929032258,6.967741935,3.587096774,3.909677419,-0.090322581,-0.961290323,-3.058064516,-3.380645161,2.4052728,2.417763476,3.016016455,1.979725472,2.127029945,0.309329857,0.889212923,1.447069182,1.534329955,7.387096774,6.84516129,5.387096774,3.012903226,3.219354839,-0.541935484,-1.458064516,-2.167741935,-2.374193548,2.423872336,2.38812521,2.721695176,1.485807738,1.679791916,0.499853351,0.783255856,1.318299548,1.437658572,Miami
10,6.778894472,6.944723618,4.75879397,4.130653266,4.407035176,0.165829146,-2.185929648,-0.351758794,-0.628140704,2.074704989,2.08698705,2.186300448,1.643172306,1.825783561,0.372865225,0.75250626,0.885850856,0.900287306,7.698492462,7.75879397,6.939698492,5,5.301507538,0.060301508,-0.819095477,-1.638190955,-1.939698492,1.898842747,1.86192866,2.31952231,1.977142106,2.052233998,0.409954308,0.868899912,0.958612604,0.946221571,7.522613065,7.296482412,6.24120603,4.658291457,4.874371859,-0.226130653,-1.055276382,-1.366834171,-1.582914573,1.976692781,1.999378107,2.344585543,1.784846171,1.842071869,0.454073152,0.871524729,0.938032288,0.911159516,Miami
20,5.824884793,5.824884793,4.216589862,4.751152074,4.801843318,0,-1.608294931,0.585253456,0.534562212,2.865298141,2.84584299,2.730842595,2.728927862,2.67920599,0.254587539,0.744439477,0.807008683,0.781708668,6.175115207,6.322580645,5.456221198,5.377880184,5.529953917,0.147465438,-0.866359447,0.073732719,-0.078341014,2.565210285,2.536236782,2.95947482,2.906740112,2.818634503,0.355389106,0.76110429,0.841130953,0.875775325,6.387096774,6.474654378,5.6359447,5.35483871,5.493087558,0.087557604,-0.838709677,-0.142857143,-0.281105991,2.728013006,2.942434271,3.224787986,2.878462021,2.817142984,0.515214831,0.685007565,0.867551441,0.854867692,Miami
30,6.578313253,6.445783133,5.891566265,6.951807229,6.951807229,-0.13253012,-0.554216867,1.060240964,1.060240964,3.306019941,3.254464146,3.428759458,3.3709795,3.3709795,0.341127411,0.784810247,1.182694295,1.182694295,6.108433735,6.180722892,6.036144578,7.120481928,7.108433735,0.072289157,-0.144578313,1.072289157,1.084337349,2.917617004,2.897200408,3.455097977,3.510950085,3.502654214,0.375568919,1.037498517,1.112929912,1.117541065,6.445783133,6.626506024,6.397590361,7.13253012,7.144578313,0.180722892,-0.228915663,0.746987952,0.734939759,2.988812522,3.122346067,3.470923681,3.370500015,3.36818881,0.472269516,0.754261086,0.998088093,0.976358807,Miami
40,7.241935484,7.032258065,7.298387097,8.661290323,8.669354839,-0.209677419,0.266129032,1.370967742,1.362903226,2.235598782,2.219409882,2.674723111,2.059627785,2.058975095,0.40872981,0.856433054,1.258904815,1.251566027,6.185483871,6.112903226,6.677419355,8.717741935,8.709677419,-0.072580645,0.564516129,2.032258065,2.040322581,1.698238856,1.643957536,2.451309214,2.050423251,2.070992824,0.444905893,1.053387378,1.229286817,1.245474367,6.556451613,6.782258065,7.298387097,8.596774194,8.588709677,0.225806452,0.516129032,1.290322581,1.298387097,1.840388874,2.014421517,2.631824736,2.094977947,2.091454144,0.507483985,0.999868861,1.110000319,1.111505525,Miami
50,6.380952381,6.178571429,7.642857143,8.869047619,8.857142857,-0.202380952,1.464285714,1.214285714,1.226190476,1.582317668,1.56128395,2.20428311,1.268523113,1.281404135,0.404187774,1.023182239,1.252192569,1.273938873,5.035714286,4.952380952,5.678571429,8.464285714,8.404761905,-0.083333333,0.726190476,2.726190476,2.785714286,1.057918262,0.93014783,2.012974268,1.39228882,1.440540792,0.354262626,1.264446071,1.010203254,1.053638888,5.273809524,5.654761905,6.952380952,8.738095238,8.714285714,0.380952381,1.297619048,1.761904762,1.785714286,1.144406938,1.284701903,2.183755811,1.318259601,1.32238766,0.488537574,1.148910032,1.178308443,1.193066602,Miami
60,5.646153846,5.584615385,8.338461538,8.2,8.184615385,-0.061538462,2.753846154,-0.153846154,-0.138461538,1.652940271,1.638332877,2.682564789,2.047864742,2.083358974,0.242185561,1.500320479,0.955751818,0.982295193,4.215384615,4.046153846,5.446153846,7.292307692,7.153846154,-0.169230769,1.4,1.707692308,1.846153846,1.053154602,1.006708269,2.215222684,2.234132081,2.244651763,0.417179172,1.423024947,0.804733592,0.905379224,4.123076923,4.476923077,6.461538462,7.661538462,7.646153846,0.353846154,1.984615385,1.184615385,1.2,1.09698012,1.105493277,2.352371962,2.01771005,2.018901072,0.481883325,1.408593133,0.881977673,0.887411967,Miami
70,3.708333333,3.729166667,6.8125,6.479166667,6.416666667,0.020833333,3.083333333,-0.395833333,-0.333333333,0.944374911,0.96181529,2.140354415,1.624147349,1.660983217,0.144337567,1.396550969,0.843992118,0.883256386,2.958333333,2.916666667,3.3125,4.5625,4.333333333,-0.041666667,0.395833333,1.020833333,1.25,0.77069555,0.709609822,1.416562366,1.674670498,1.534473828,0.288675135,0.983687879,0.483321105,0.564932683,2.8125,3.104166667,3.833333333,5.458333333,5.270833333,0.291666667,0.729166667,1.4375,1.625,0.789727936,0.750590784,1.463504005,1.529265341,1.607688751,0.459339643,0.939433585,0.615621119,0.639980053,Miami
80,3.045454545,3,6,6.340909091,6.045454545,-0.045454545,3,0.045454545,0.340909091,0.645360741,0.681994339,2.230861759,1.554336497,1.66990524,0.210707055,1.656558495,0.83400255,0.938657671,2.613636364,2.545454545,3.295454545,4.704545455,4.363636364,-0.068181818,0.75,1.068181818,1.409090909,0.618170936,0.547915519,1.390658961,1.719647685,1.495589004,0.254971706,0.991240707,0.397534686,0.542096783,2.636363636,2.681818182,4.045454545,5.795454545,5.590909091,0.045454545,1.363636364,1.545454545,1.75,0.613450367,0.638775255,1.598757446,1.578629748,1.674961739,0.210707055,1.058540221,0.503686201,0.575669479,Miami
90,2.333333333,2.333333333,5.027777778,5.375,4.833333333,0,2.694444444,-0.194444444,0.347222222,0.692006676,0.692006676,1.957090556,1.698694611,1.669949818,0,1.380333588,0.619833892,0.695249924,2.180555556,2.111111111,3.180555556,4.416666667,3.736111111,-0.069444444,1.069444444,0.555555556,1.236111111,0.678158004,0.640324644,1.314345431,1.692984697,1.394082621,0.255992346,0.844641584,0.500391083,0.638948422,2.277777778,2.208333333,3.652777778,5.208333333,4.666666667,-0.069444444,1.444444444,1.013888889,1.555555556,0.716450999,0.690733433,1.474283996,1.86847456,1.799843499,0.349098997,0.932796626,0.61651121,0.709867849,Miami
100,1.719298246,1.754385965,4.438596491,3.964912281,3.456140351,0.035087719,2.684210526,-0.98245614,-0.473684211,0.700876644,0.738741733,2.758218524,2.235787751,1.973667502,0.185637154,2.11421967,0.915954383,0.684138226,1.736842105,1.719298246,3.157894737,3.543859649,2.929824561,-0.01754386,1.438596491,-0.228070175,0.385964912,0.720275636,0.75010442,2.169508451,2.204461187,1.801384875,0.230777264,1.547088785,0.56749902,0.559157081,1.719298246,1.701754386,2.947368421,3.526315789,3,-0.01754386,1.245614035,0.052631579,0.578947368,0.700876644,0.680464974,1.931145595,2.113775086,1.772810521,0.132453236,1.405101696,0.440010253,0.56528654,Miami
110,1.243902439,1.268292683,4.463414634,3.390243902,2.902439024,0.024390244,3.195121951,-1.56097561,-1.073170732,0.58225801,0.592637758,2.881818532,1.960587269,1.655368208,0.156173762,2.420945189,1.304775469,1.009708966,1.170731707,1.219512195,2.56097561,2.512195122,2.170731707,0.048780488,1.341463415,-0.390243902,-0.048780488,0.543251278,0.570622253,1.597635448,1.451240008,1.222751795,0.21808479,1.131586411,0.542127696,0.384136663,1.146341463,1.195121951,2.414634146,2.292682927,2,0.048780488,1.219512195,-0.414634146,-0.12195122,0.52730331,0.557651871,1.413782334,1.269722459,0.974679434,0.21808479,0.987729597,0.631490687,0.509662729,Miami
120,1.086956522,1.086956522,3.782608696,2.608695652,2.347826087,0,2.695652174,-1.434782609,-1.173913043,0.288104066,0.288104066,2.539801741,1.373089762,1.152416262,0,2.382412502,1.502303896,1.302172098,1,1,1.956521739,1.869565217,1.782608696,0,0.956521739,-0.173913043,-0.086956522,0,0,1.021507837,0.814881354,0.735868179,0,1.021507837,0.49102619,0.51460872,1,1,1.652173913,1.608695652,1.47826087,0,0.652173913,-0.173913043,-0.043478261,0,0,0.884651737,0.782718482,0.593109312,0,0.884651737,0.387553388,0.208514414,Miami
130,1,1,2.6,1.6,1.6,0,1.6,-1,-1,0,0,0.547722558,0.547722558,0.547722558,0,0.547722558,0,0,1,1,1.4,1.6,1.4,0,0.4,0,0.2,0,0,0.547722558,0.547722558,0.547722558,0,0.547722558,0,0.447213595,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Miami
0,8.404255319,8.425531915,7.765957447,7.808510638,7.808510638,0.021276596,-0.659574468,0.042553191,0.042553191,1.498688912,1.514347052,2.045278401,2.006926028,2.006926028,0.145864991,0.700204807,0.35858701,0.35858701,8.723404255,8.872340426,8.234042553,8.170212766,8.234042553,0.14893617,-0.638297872,0,-0.063829787,1.378438431,1.278875547,1.820329234,1.880323156,1.820329234,0.35987458,0.67326369,0.361157559,0.323315388,8.723404255,8.70212766,8,8,8,-0.021276596,-0.70212766,0,0,1.440140809,1.458332783,2.085144141,2.010840188,2.010840188,0.145864991,0.777814486,0.294883912,0.294883912,Minneapolis
10,9.015151515,9,8.651515152,8.757575758,8.757575758,-0.015151515,-0.348484848,0.106060606,0.106060606,1.143441825,1.150250809,1.352973071,1.301603816,1.301603816,0.214291264,0.511180361,0.356426187,0.356426187,9.090909091,9.212121212,8.939393939,9.03030303,9.045454545,0.121212121,-0.272727273,0.106060606,0.090909091,1.063047473,0.984731928,1.25119989,1.264542447,1.257981511,0.372730115,0.448774555,0.39725163,0.381385036,9.166666667,9.121212121,8.848484848,8.893939394,8.893939394,-0.045454545,-0.272727273,0.045454545,0.045454545,1.016530045,1.088614525,1.338683903,1.278566359,1.278566359,0.273541907,0.448774555,0.444861886,0.444861886,Minneapolis
20,8.641975309,8.666666667,8.617283951,8.654320988,8.666666667,0.024691358,-0.049382716,0.049382716,0.037037037,1.306796101,1.313392554,1.471121182,1.388888889,1.387443693,0.272731949,0.415368348,0.444444444,0.43140597,8.567901235,8.580246914,8.580246914,8.592592593,8.580246914,0.012345679,0,0,0.012345679,1.283922424,1.21309725,1.395207848,1.311275884,1.312099439,0.37060178,0.447213595,0.524404424,0.512196914,8.567901235,8.50617284,8.518518519,8.444444444,8.432098765,-0.061728395,0.012345679,-0.086419753,-0.074074074,1.224114696,1.266130491,1.441449887,1.405346932,1.41366785,0.242161052,0.487181362,0.61639133,0.607819418,Minneapolis
30,7.987179487,8,8.192307692,8.243589744,8.243589744,0.012820513,0.192307692,0.051282051,0.051282051,1.22202291,1.139605765,1.339293207,1.141722297,1.141722297,0.410688043,0.535922371,0.600809754,0.622050148,7.884615385,7.884615385,8.076923077,7.987179487,7.987179487,0,0.192307692,-0.08974359,-0.08974359,1.227189474,1.150728389,1.203557829,1.098920246,1.11067535,0.426401433,0.511115213,0.607013071,0.607013071,7.935897436,7.948717949,7.987179487,8.025641026,8.025641026,0.012820513,0.038461538,0.038461538,0.038461538,1.209698294,1.215670793,1.32403937,1.28905844,1.28905844,0.301235109,0.468274192,0.917963694,0.889218359,Minneapolis
40,6.857142857,6.844155844,6.987012987,7.051948052,7.038961039,-0.012987013,0.142857143,0.051948052,0.064935065,1.284669584,1.298429568,1.418797735,1.30682524,1.292097015,0.343875226,0.578434496,0.74155072,0.749344667,6.779220779,6.714285714,6.87012987,6.792207792,6.779220779,-0.064935065,0.155844156,-0.090909091,-0.077922078,1.23142383,1.049525492,1.23917045,1.239032542,1.220691959,0.468414525,0.608382996,0.797724035,0.790839557,6.714285714,6.753246753,6.948051948,6.805194805,6.779220779,0.038961039,0.194805195,-0.168831169,-0.142857143,1.122229253,1.204769514,1.346497444,1.357619444,1.372889544,0.341881729,0.585773466,0.879632061,0.884282131,Minneapolis
50,5.546666667,5.573333333,5.72,5.6,5.613333333,0.026666667,0.146666667,-0.106666667,-0.12,1.318202434,1.285820101,1.341237831,1.262772582,1.282874026,0.327700149,0.425324465,0.863264285,0.85360919,5.52,5.48,5.626666667,5.6,5.586666667,-0.04,0.146666667,-0.04,-0.026666667,1.339221234,1.245098498,1.353407445,1.345663706,1.326378256,0.346410162,0.511841755,0.829196941,0.83784365,5.48,5.533333333,5.626666667,5.653333333,5.68,0.053333333,0.093333333,0.053333333,0.026666667,1.298231646,1.338952125,1.513661511,1.555229481,1.569644477,0.279639407,0.573593069,0.984931515,0.986028525,Minneapolis
60,4.797101449,4.768115942,4.971014493,4.913043478,4.898550725,-0.028985507,0.202898551,-0.072463768,-0.057971014,1.008489117,0.987345335,1.162793473,1.039501159,1.002129021,0.341752167,0.502338945,0.944314887,0.953076412,4.811594203,4.753623188,4.797101449,4.811594203,4.811594203,-0.057971014,0.043478261,0.014492754,0.014492754,1.032919368,0.929987304,1.092483815,1.061011758,1.061011758,0.29124772,0.435038288,0.882722287,0.882722287,4.826086957,4.826086957,4.971014493,4.884057971,4.898550725,0,0.144927536,-0.072463768,-0.086956522,1.028369951,1.04257207,1.259913798,1.334345311,1.351958574,0.242535625,0.600866098,1.004677891,0.996156296,Minneapolis
70,4.098360656,4.098360656,4.147540984,4.06557377,4.06557377,0,0.049180328,-0.081967213,-0.081967213,0.925651447,0.850586426,0.980409193,0.946376466,0.946376466,0.316227766,0.462825723,0.822497862,0.822497862,4.114754098,4.06557377,4.131147541,4.098360656,4.098360656,-0.049180328,0.06557377,-0.032786885,-0.032786885,0.950409748,0.910473365,0.921509809,1.011680418,0.995069814,0.284384101,0.402858638,0.836006641,0.874970726,4.131147541,4.114754098,4.213114754,4.114754098,4.114754098,-0.016393443,0.098360656,-0.098360656,-0.098360656,0.884598022,0.914664978,0.950697184,1.198587511,1.198587511,0.288201508,0.506784571,0.850586426,0.850586426,Minneapolis
80,3.448979592,3.387755102,3.367346939,3.326530612,3.326530612,-0.06122449,-0.020408163,-0.040816327,-0.040816327,0.737711114,0.75873597,0.882559666,0.800722463,0.800722463,0.316765112,0.432521479,0.610982258,0.610982258,3.408163265,3.408163265,3.346938776,3.244897959,3.224489796,0,-0.06122449,-0.12244898,-0.102040816,0.788415271,0.788415271,0.830437144,0.878697242,0.872384331,0.288675135,0.474700049,0.633530224,0.653353464,3.367346939,3.408163265,3.367346939,3.265306122,3.265306122,0.040816327,-0.040816327,-0.102040816,-0.102040816,0.755366289,0.788415271,0.905857732,1.036329866,1.036329866,0.199914948,0.538484899,0.796996914,0.796996914,Minneapolis
90,2.8,2.8,2.828571429,2.714285714,2.714285714,0,0.028571429,-0.114285714,-0.114285714,0.632455532,0.632455532,0.663578281,0.710071602,0.710071602,0,0.38238526,0.529785116,0.529785116,2.771428571,2.8,2.771428571,2.542857143,2.542857143,0.028571429,-0.028571429,-0.228571429,-0.228571429,0.689659519,0.677365137,0.689659519,0.852085923,0.852085923,0.169030851,0.452815654,0.689659519,0.689659519,2.771428571,2.742857143,2.714285714,2.485714286,2.485714286,-0.028571429,-0.028571429,-0.228571429,-0.228571429,0.645605702,0.657215926,0.788573864,0.9508952,0.9508952,0.169030851,0.513678446,0.645605702,0.645605702,Minneapolis
100,2.285714286,2.380952381,2.285714286,2.238095238,2.238095238,0.095238095,-0.095238095,-0.047619048,-0.047619048,0.643650304,0.589592272,0.560611911,0.538958431,0.538958431,0.300792604,0.538958431,0.21821789,0.21821789,2.285714286,2.285714286,2.142857143,1.952380952,1.952380952,0,-0.142857143,-0.19047619,-0.19047619,0.560611911,0.560611911,0.72702918,0.74001287,0.74001287,0,0.573211504,0.402373908,0.402373908,2.333333333,2.380952381,2.095238095,1.952380952,1.952380952,0.047619048,-0.285714286,-0.142857143,-0.142857143,0.577350269,0.589592272,0.700340053,0.74001287,0.74001287,0.21821789,0.46291005,0.478091444,0.478091444,Minneapolis
110,1.928571429,1.928571429,1.857142857,2.142857143,2.142857143,0,-0.071428571,0.285714286,0.285714286,0.474631147,0.474631147,0.534522484,0.770328887,0.770328887,0,0.474631147,0.468807231,0.468807231,1.928571429,1.928571429,2,2,2,0,0.071428571,0,0,0.474631147,0.474631147,0.784464541,0.877058019,0.877058019,0,0.730045912,0.39223227,0.39223227,1.928571429,1.928571429,2.071428571,2.214285714,2.214285714,0,0.142857143,0.142857143,0.142857143,0.474631147,0.474631147,0.730045912,0.974961256,0.974961256,0,0.662993544,0.534522484,0.534522484,Minneapolis
120,1.95,1.95,1.95,1.95,1.95,0,0,0,0,0.394034463,0.394034463,0.604805319,0.604805319,0.604805319,0,0.458831468,0.324442842,0.324442842,2,1.95,1.85,1.95,1.95,-0.05,-0.1,0.1,0.1,0.458831468,0.394034463,0.670820393,0.825577947,0.825577947,0.223606798,0.552506251,0.447213595,0.447213595,1.95,1.95,1.85,2.1,2.1,0,-0.1,0.25,0.25,0.394034463,0.394034463,0.74515982,1.020835571,1.020835571,0,0.640723276,0.444261658,0.444261658,Minneapolis
130,1.6875,1.6875,1.875,1.875,1.875,0,0.1875,0,0,0.478713554,0.478713554,0.718795288,0.718795288,0.718795288,0,0.543905629,0,0,1.8125,1.75,1.875,1.9375,1.9375,-0.0625,0.125,0.0625,0.0625,0.655108134,0.577350269,0.718795288,0.771902412,0.771902412,0.25,0.5,0.25,0.25,1.75,1.75,1.8125,2,2,0,0.0625,0.1875,0.1875,0.577350269,0.577350269,0.75,1.032795559,1.032795559,0,0.442530602,0.403112887,0.403112887,Minneapolis
140,1.444444444,1.444444444,1.555555556,1.444444444,1.444444444,0,0.111111111,-0.111111111,-0.111111111,0.527046277,0.527046277,0.527046277,0.527046277,0.527046277,0,0.333333333,0.333333333,0.333333333,1.444444444,1.444444444,1.333333333,1.444444444,1.444444444,0,-0.111111111,0.111111111,0.111111111,0.527046277,0.527046277,0.5,0.726483157,0.726483157,0,0.333333333,0.333333333,0.333333333,1.444444444,1.333333333,1.444444444,1.555555556,1.555555556,-0.111111111,0.111111111,0.111111111,0.111111111,0.527046277,0.5,0.726483157,0.881917104,0.881917104,0.333333333,0.333333333,0.333333333,0.333333333,Minneapolis
150,1.272727273,1.272727273,1.363636364,1.363636364,1.363636364,0,0.090909091,0,0,0.467099366,0.467099366,0.504524979,0.504524979,0.504524979,0,0.301511345,0,0,1.272727273,1.272727273,1.363636364,1.454545455,1.454545455,0,0.090909091,0.090909091,0.090909091,0.467099366,0.467099366,0.504524979,0.687551651,0.687551651,0,0.301511345,0.301511345,0.301511345,1.272727273,1.363636364,1.272727273,1.545454545,1.545454545,0.090909091,-0.090909091,0.272727273,0.272727273,0.467099366,0.504524979,0.467099366,0.687551651,0.687551651,0.301511345,0.301511345,0.467099366,0.467099366,Minneapolis
160,1.230769231,1.153846154,1.307692308,1.307692308,1.307692308,-0.076923077,0.153846154,0,0,0.43852901,0.375533808,0.480384461,0.480384461,0.480384461,0.277350098,0.375533808,0,0,1.230769231,1.230769231,1.307692308,1.307692308,1.307692308,0,0.076923077,0,0,0.43852901,0.43852901,0.480384461,0.480384461,0.480384461,0,0.277350098,0,0,1.230769231,1.230769231,1.230769231,1.230769231,1.230769231,0,0,0,0,0.43852901,0.43852901,0.43852901,0.43852901,0.43852901,0,0,0,0,Minneapolis
170,1.285714286,1.285714286,1.285714286,1.285714286,1.285714286,0,0,0,0,0.487950036,0.487950036,0.487950036,0.487950036,0.487950036,0,0,0,0,1.285714286,1.285714286,1.428571429,1.571428571,1.571428571,0,0.142857143,0.142857143,0.142857143,0.487950036,0.487950036,0.534522484,0.534522484,0.534522484,0,0.377964473,0.377964473,0.377964473,1.285714286,1.285714286,1.571428571,1.857142857,1.857142857,0,0.285714286,0.285714286,0.285714286,0.487950036,0.487950036,0.534522484,0.899735411,0.899735411,0,0.487950036,0.487950036,0.487950036,Minneapolis
180,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.333333333,1.666666667,1.666666667,0,0.333333333,0.333333333,0.333333333,0,0,0.577350269,0.577350269,0.577350269,0,0.577350269,0.577350269,0.577350269,1,1,1.333333333,1.666666667,1.666666667,0,0.333333333,0.333333333,0.333333333,0,0,0.577350269,0.577350269,0.577350269,0,0.577350269,0.577350269,0.577350269,Minneapolis
190,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.285714286,1.428571429,1.428571429,0,0.285714286,0.142857143,0.142857143,0,0,0.487950036,0.534522484,0.534522484,0,0.487950036,0.377964473,0.377964473,1,1,1.285714286,1.571428571,1.571428571,0,0.285714286,0.285714286,0.285714286,0,0,0.487950036,0.975900073,0.975900073,0,0.487950036,0.487950036,0.487950036,Minneapolis
200,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.25,1.25,0,0,0.25,0.25,0,0,0,0.5,0.5,0,0,0.5,0.5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Minneapolis
210,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.2,1.2,1.2,0,0.2,0,0,0,0,0.447213595,0.447213595,0.447213595,0,0.447213595,0,0,1,1,1.2,1.2,1.2,0,0.2,0,0,0,0,0.447213595,0.447213595,0.447213595,0,0.447213595,0,0,Minneapolis
220,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.125,1.125,1.125,0,0.125,0,0,0,0,0.353553391,0.353553391,0.353553391,0,0.353553391,0,0,1,1,1.25,1.375,1.375,0,0.25,0.125,0.125,0,0,0.46291005,0.744023809,0.744023809,0,0.46291005,0.353553391,0.353553391,Minneapolis
