int_dis,health_acc_score,health2_acc_score,health2_Monday_score,health2_compete1.5_score,health2_compete2_score,c_healthinfluence,sd_healthinfluence,bus_delay_healthinfluence_2,bus_delay_healthinfluence_1.5,health_acc_score_std,health2_acc_score_std,health2_Monday_score_std,health2_compete1.5_score_std,health2_compete2_score_std,c_healthinfluence_std,sd_healthinfluence_std,bus_delay_healthinfluence_2_std,bus_delay_healthinfluence_1.5_std,food_acc_score,food2_acc_score,food2_Monday_score,food2_compete1.5_score,food2_compete2_score,c_foodinfluence,sd_foodinfluence,bus_delay_foodinfluence_2,bus_delay_foodinfluence_1.5,food_acc_score_std,food2_acc_score_std,food2_Monday_score_std,food2_compete1.5_score_std,food2_compete2_score_std,c_foodinfluence_std,sd_foodinfluence_std,bus_delay_foodinfluence_2_std,bus_delay_foodinfluence_1.5_std,grocery_acc_score,grocery2_acc_score,grocery2_Monday_score,grocery2_compete1.5_score,grocery2_compete2_score,c_groceryinfluence,sd_groceryinfluence,bus_delay_groceryinfluence_2,bus_delay_groceryinfluence_1.5,grocery_acc_score_std,grocery2_acc_score_std,grocery2_Monday_score_std,grocery2_compete1.5_score_std,grocery2_compete2_score_std,c_groceryinfluence_std,sd_groceryinfluence_std,bus_delay_groceryinfluence_2_std,bus_delay_groceryinfluence_1.5_std,city
40,2,2.225,2.4,2.525,2.5,0.225,0.175,0.1,0.125,1.062170009,1.329883357,1.614040955,1.811466328,1.825741858,0.479716797,0.500640615,0.378932373,0.40430377,2.05,2.15,2.425,2.45,2.45,0.1,0.275,0.025,0.025,1.060962311,1.231009592,1.677719759,1.839035422,1.839035422,0.496138938,0.5986095,0.422902062,0.422902062,2.075,2.125,2.225,2.325,2.325,0.05,0.1,0.1,0.1,1.071483515,1.136515141,1.493361378,1.685344064,1.685344064,0.388949934,0.632455532,0.30382181,0.30382181,Charlotte
50,1.75,1.875,2.53125,2.53125,2.53125,0.125,0.65625,0,0,0.803219329,0.870669005,1.243936908,1.269604333,1.269604333,0.336010753,0.545324704,0.254000254,0.254000254,1.75,1.9375,2.6875,2.78125,2.78125,0.1875,0.75,0.09375,0.09375,0.803219329,0.877588338,1.330474085,1.475266515,1.475266515,0.396557769,0.622171017,0.465546852,0.465546852,1.84375,1.8125,2.5625,2.6875,2.6875,-0.03125,0.75,0.125,0.125,0.846601365,0.820601668,1.318295576,1.424157929,1.424157929,0.176776695,0.983738754,0.336010753,0.336010753,Charlotte
60,1.56,1.76,2.24,2.36,2.36,0.2,0.48,0.12,0.12,0.65064071,0.723417814,1.267543556,1.287115638,1.287115638,0.40824829,0.653197265,0.331662479,0.331662479,1.56,1.8,2.68,2.72,2.72,0.24,0.88,0.04,0.04,0.583095189,0.763762616,1.573742885,1.720465053,1.720465053,0.435889894,0.92736185,0.454606057,0.454606057,1.68,1.68,2.6,2.68,2.68,0,0.92,0.08,0.08,0.690410506,0.748331477,1.527525232,1.62583312,1.62583312,0.288675135,0.953939201,0.276887462,0.276887462,Charlotte
0,4.273809524,4.113095238,3.458333333,3.273809524,3.380952381,-0.160714286,-0.654761905,-0.077380952,-0.18452381,1.85943904,1.762638181,1.630011082,1.538731031,1.585146336,0.368365172,0.489263105,0.328251105,0.389070456,5.43452381,5.196428571,4.18452381,3.511904762,3.642857143,-0.238095238,-1.011904762,-0.541666667,-0.672619048,2.438807702,2.316974407,2.09258709,1.818033732,1.88370165,0.427191009,0.535987479,0.523165934,0.552588073,5.577380952,5.571428571,4.505952381,3.726190476,3.988095238,-0.005952381,-1.06547619,-0.517857143,-0.779761905,2.487085262,2.482444779,2.287683827,1.925879163,2.087855087,0.31899963,0.559510917,0.512983691,0.583460616,Detroit
10,6.380555556,6.277777778,5.786111111,5.8,5.811111111,-0.102777778,-0.491666667,0.025,0.013888889,2.284051456,2.289750824,2.265479439,2.237686828,2.247347899,0.304091057,0.527713837,0.345181717,0.361560205,6.986111111,6.877777778,6.305555556,6.127777778,6.169444444,-0.108333333,-0.572222222,-0.136111111,-0.177777778,2.222279286,2.214551913,2.341575838,2.299401777,2.303360684,0.39061055,0.592718637,0.496030358,0.51878963,7.108333333,6.952777778,6.358333333,6.166666667,6.25,-0.155555556,-0.594444444,-0.108333333,-0.191666667,2.205826041,2.19787009,2.360760347,2.330612554,2.346988825,0.406386649,0.589577274,0.491643257,0.521875235,Detroit
20,7.413559322,7.430508475,7.416949153,7.444067797,7.427118644,0.016949153,-0.013559322,0.010169492,0.027118644,2.588268774,2.592719676,2.553985317,2.526611507,2.550298803,0.27918281,0.43622438,0.354607628,0.338981321,7.281355932,7.430508475,7.53220339,7.694915254,7.677966102,0.149152542,0.101694915,0.145762712,0.162711864,2.431124329,2.45941577,2.472600925,2.373709727,2.397849646,0.418278331,0.543824803,0.454502058,0.467260909,7.247457627,7.274576271,7.450847458,7.616949153,7.566101695,0.027118644,0.176271186,0.115254237,0.166101695,2.39396605,2.478999772,2.569468359,2.521819917,2.549150197,0.443329437,0.543464254,0.387216457,0.439778148,Detroit
30,6.576530612,6.744897959,7.316326531,7.331632653,7.301020408,0.168367347,0.571428571,-0.015306122,0.015306122,2.262120676,2.252343393,2.340707492,2.319862814,2.337256551,0.375150415,0.554700196,0.34309363,0.371787654,5.224489796,5.37755102,6.5,6.816326531,6.719387755,0.153061224,1.12244898,0.219387755,0.316326531,1.886690834,1.940210436,2.279226139,2.252506018,2.268588544,0.401332162,0.781390032,0.472670138,0.466232885,5.010204082,5.183673469,6.301020408,6.729591837,6.551020408,0.173469388,1.117346939,0.25,0.428571429,1.651696241,1.850000354,2.247779298,2.158665741,2.16793627,0.442035158,0.823690944,0.457137134,0.496138938,Detroit
40,3.929292929,4.181818182,5.343434343,5.474747475,5.414141414,0.252525253,1.161616162,0.070707071,0.131313131,1.53365327,1.612221413,1.928103733,1.923768805,1.92199992,0.436671883,0.71008868,0.294595027,0.368296261,2.909090909,2.949494949,3.858585859,4.353535354,4.272727273,0.04040404,0.909090909,0.414141414,0.494949495,0.834106012,0.861580624,1.449912742,1.579932389,1.57024749,0.244080612,0.757155109,0.495079895,0.502518908,2.747474747,2.888888889,3.676767677,4.181818182,4,0.141414141,0.787878788,0.323232323,0.505050505,0.719175184,0.819269073,1.284350728,1.445355943,1.370237578,0.350221534,0.689168788,0.470090804,0.502518908,Detroit
50,1.916666667,1.933333333,2.383333333,2.433333333,2.366666667,0.016666667,0.45,-0.016666667,0.05,0.561223442,0.578328001,1.121313798,1.155189715,1.134462714,0.129099445,0.723105356,0.290625664,0.340736988,1.833333333,1.816666667,1.933333333,2.066666667,2.016666667,-0.016666667,0.116666667,0.083333333,0.133333333,0.418498797,0.431460534,0.733384693,0.899466257,0.791729852,0.129099445,0.555150511,0.278717807,0.342803332,1.833333333,1.816666667,1.783333333,1.85,1.833333333,-0.016666667,-0.033333333,0.05,0.066666667,0.418498797,0.431460534,0.640224184,0.708902231,0.692983397,0.129099445,0.485961101,0.219784178,0.251548874,Detroit
60,1.34,1.32,1.72,1.66,1.64,-0.02,0.4,-0.08,-0.06,0.478518121,0.471212071,1.178722934,1.061573726,1.025391911,0.141421356,0.857142857,0.274047516,0.239897937,1.3,1.3,1.52,1.54,1.54,0,0.22,0.02,0.02,0.46291005,0.46291005,0.886174995,0.838122294,0.838122294,0.202030509,0.545482374,0.246609664,0.246609664,1.3,1.3,1.38,1.32,1.28,0,0.08,-0.1,-0.06,0.46291005,0.46291005,0.666700679,0.586932531,0.536047515,0.285714286,0.340467865,0.303045763,0.239897937,Detroit
70,1,1.035714286,1.285714286,1.321428571,1.321428571,0.035714286,0.25,0.035714286,0.035714286,0,0.188982237,0.534522484,0.547964005,0.547964005,0.188982237,0.440958552,0.188982237,0.188982237,1,1.035714286,1.25,1.392857143,1.392857143,0.035714286,0.214285714,0.142857143,0.142857143,0,0.188982237,0.518187725,0.56694671,0.56694671,0.188982237,0.417855447,0.356348323,0.356348323,1,1.035714286,1.178571429,1.285714286,1.25,0.035714286,0.142857143,0.071428571,0.107142857,0,0.188982237,0.390021028,0.599823607,0.585314097,0.188982237,0.356348323,0.262265264,0.314970394,Detroit
80,0.96875,0.96875,1.21875,1.21875,1.21875,0,0.25,0,0,0.176776695,0.176776695,0.490843579,0.490843579,0.490843579,0,0.439941345,0,0,0.96875,0.96875,1.25,1.34375,1.28125,0,0.28125,0.03125,0.09375,0.176776695,0.176776695,0.508000508,0.700662129,0.634206387,0,0.456803409,0.30946103,0.390150922,0.96875,0.96875,1.6875,1.90625,1.875,0,0.71875,0.1875,0.21875,0.176776695,0.176776695,1.029797976,1.422387248,1.313699529,0,0.991394424,0.535061046,0.608243107,Detroit
90,1,1,1.2,1.3,1.3,0,0.2,0.1,0.1,0,0,0.421637021,0.483045892,0.483045892,0,0.421637021,0.316227766,0.316227766,1,1,1.3,1.5,1.5,0,0.3,0.2,0.2,0,0,0.483045892,0.707106781,0.707106781,0,0.483045892,0.421637021,0.421637021,1,1,2.5,3.1,3,0,1.5,0.5,0.6,0,0,1.269295518,1.91195072,1.885618083,0,1.269295518,0.707106781,0.699205899,Detroit
0,7.150326797,7,6.202614379,4.934640523,4.954248366,-0.150326797,-0.797385621,-1.248366013,-1.267973856,1.986040897,1.983484441,2.275034636,2.095336936,2.103693085,0.358565156,0.554401967,0.63121693,0.617790374,7.751633987,7.588235294,6.725490196,5.032679739,5.065359477,-0.163398693,-0.862745098,-1.660130719,-1.692810458,1.981098332,2.01810689,2.500619118,2.192746117,2.202490225,0.370943256,0.688809266,0.770879528,0.797042607,7.68627451,7.575163399,6.803921569,4.967320261,4.967320261,-0.111111111,-0.77124183,-1.836601307,-1.836601307,2.001547389,2.123467901,2.567660269,2.189743738,2.1807118,0.372677996,0.663887396,0.913765462,0.906537051,Dallas
10,7.144981413,7.066914498,6.579925651,5.944237918,5.959107807,-0.078066914,-0.486988848,-0.620817844,-0.635687732,2.393512473,2.4240674,2.673481993,2.664136869,2.6644076,0.268776906,0.543635019,0.817995867,0.824750975,7.3866171,7.301115242,6.884758364,5.94795539,5.970260223,-0.085501859,-0.416356877,-0.914498141,-0.936802974,2.375081948,2.423924339,2.635455375,2.747638997,2.747972171,0.361554775,0.516041295,0.986917138,0.988602305,7.542750929,7.427509294,7.044609665,5.918215613,5.918215613,-0.115241636,-0.382899628,-1.126394052,-1.126394052,2.299219826,2.35460523,2.534437943,2.613256063,2.606107024,0.363582451,0.551664166,1.177688417,1.190294398,Dallas
20,6.94140625,6.90625,6.93359375,7.00390625,6.99609375,-0.03515625,0.02734375,0.0625,0.0703125,2.588148777,2.641857635,2.770907046,2.838804011,2.84018509,0.2982537,0.4375,0.779642955,0.778974628,6.828125,6.8515625,6.80078125,6.875,6.87890625,0.0234375,-0.05078125,0.078125,0.07421875,2.476903111,2.512993196,2.718736618,2.946583266,2.950072178,0.492529983,0.5326215,0.983067428,0.981375273,6.8984375,6.8984375,6.734375,6.78515625,6.77734375,0,-0.1640625,0.04296875,0.05078125,2.423220491,2.4633465,2.633075813,2.885517314,2.887640053,0.415390202,0.577721607,1.208673465,1.214842592,Dallas
30,5.658730159,5.757936508,6.043650794,6.702380952,6.694444444,0.099206349,0.285714286,0.650793651,0.658730159,2.385756868,2.465890113,2.673851424,2.796325542,2.794040486,0.325048824,0.525935219,0.582855456,0.587556198,5.194444444,5.333333333,5.571428571,6.432539683,6.408730159,0.138888889,0.238095238,0.837301587,0.861111111,2.062250562,2.160861566,2.437844294,2.746858528,2.750516644,0.52102752,0.563548397,0.804195585,0.803723627,5.051587302,5.123015873,5.126984127,6.03968254,6.035714286,0.071428571,0.003968254,0.908730159,0.912698413,1.97426608,2.036701603,2.337922689,2.721906976,2.722693893,0.412524468,0.727918037,0.963271306,0.9657055,Dallas
40,3.682352941,3.811764706,4.347058824,5.082352941,5.070588235,0.129411765,0.535294118,0.723529412,0.735294118,1.528519915,1.642585043,1.909991681,2.230566382,2.230972061,0.336646718,0.545493834,0.57566983,0.570934225,3.452941176,3.547058824,4.094117647,5.105882353,5.088235294,0.094117647,0.547058824,0.994117647,1.011764706,1.49975053,1.455704001,1.961906629,2.403269614,2.382972723,0.477258676,0.730257025,0.674971477,0.679263744,3.4,3.541176471,4.182352941,5.282352941,5.3,0.141176471,0.641176471,1.117647059,1.1,1.453011563,1.606591019,2.35257263,2.989574646,3.008567648,0.365783302,0.970303938,0.902485256,0.881432401,Dallas
50,2.469230769,2.515384615,3.015384615,3.415384615,3.407692308,0.046153846,0.5,0.392307692,0.4,0.908089924,0.908483833,1.375221563,1.498239874,1.497782101,0.210629859,0.696057558,0.505721587,0.507310892,2.623076923,2.592307692,3.223076923,3.884615385,3.869230769,-0.030769231,0.630769231,0.646153846,0.661538462,1.058486448,1.016881948,1.629502157,1.895055236,1.885844706,0.303429022,0.758808343,0.620846365,0.616992533,2.592307692,2.615384615,3.530769231,4.353846154,4.353846154,0.023076923,0.915384615,0.823076923,0.823076923,1.054309384,1.081089139,2.084228192,2.542237123,2.542237123,0.231790624,1.148201258,0.664322055,0.664322055,Dallas
60,1.454545455,1.454545455,1.727272727,1.795454545,1.795454545,0,0.272727273,0.068181818,0.068181818,0.503686201,0.503686201,0.845332915,0.929604704,0.929604704,0,0.450510633,0.254971706,0.254971706,1.613636364,1.522727273,1.840909091,2.090909091,2.068181818,-0.090909091,0.318181818,0.227272727,0.25,0.753778361,0.628347273,1.033017297,1.377867949,1.336390962,0.290803363,0.518168836,0.423915106,0.438018795,1.613636364,1.659090909,2,2.477272727,2.477272727,0.045454545,0.340909091,0.477272727,0.477272727,0.722267395,0.775892039,1.275894579,1.873792776,1.873792776,0.210707055,0.644951118,0.698457981,0.698457981,Dallas
70,1,1,1.111111111,1.111111111,1.111111111,0,0.111111111,0,0,0,0,0.323380833,0.323380833,0.323380833,0,0.323380833,0,0,1.055555556,1,1.111111111,1.111111111,1.111111111,-0.055555556,0.111111111,0,0,0.23570226,0,0.323380833,0.323380833,0.323380833,0.23570226,0.323380833,0,0,1,1.055555556,1.388888889,1.666666667,1.666666667,0.055555556,0.333333333,0.277777778,0.277777778,0,0.23570226,0.501631326,1.028991511,1.028991511,0.23570226,0.48507125,0.669113158,0.669113158,Dallas
80,1,1,1.142857143,1.142857143,1.142857143,0,0.142857143,0,0,0,0,0.36313652,0.36313652,0.36313652,0,0.36313652,0,0,1,1,1.214285714,1.285714286,1.285714286,0,0.214285714,0.071428571,0.071428571,0,0,0.425815314,0.468807231,0.468807231,0,0.425815314,0.267261242,0.267261242,1,1,1.214285714,1.5,1.5,0,0.214285714,0.285714286,0.285714286,0,0,0.425815314,0.650443636,0.650443636,0,0.425815314,0.468807231,0.468807231,Dallas
90,1,1,1.125,1.1875,1.1875,0,0.125,0.0625,0.0625,0,0,0.341565026,0.403112887,0.403112887,0,0.341565026,0.25,0.25,1,1,1.1875,1.5,1.5,0,0.1875,0.3125,0.3125,0,0,0.403112887,0.730296743,0.730296743,0,0.403112887,0.478713554,0.478713554,1,1,1.5625,2.5,2.5,0,0.5625,0.9375,0.9375,0,0,0.892094913,2.19089023,2.19089023,0,0.892094913,1.340087062,1.340087062,Dallas
0,8.375690608,8.215469613,7.966850829,7.464088398,7.486187845,-0.160220994,-0.248618785,-0.480662983,-0.502762431,1.521061469,1.630604327,1.782322307,1.907611326,1.899145231,0.396887832,0.515386342,0.543559873,0.543898575,8.662983425,8.651933702,8.552486188,8.099447514,8.154696133,-0.011049724,-0.099447514,-0.397790055,-0.453038674,1.403254133,1.424140722,1.499539524,1.841210267,1.800722861,0.182237643,0.381589838,0.655570642,0.67020241,8.46961326,8.419889503,8.232044199,7.745856354,7.762430939,-0.049723757,-0.187845304,-0.46961326,-0.486187845,1.481521127,1.5421637,1.686966613,1.997650554,1.987159517,0.608059236,0.503395469,0.654399101,0.671712032,Denver
10,5.265734266,5.300699301,5.286713287,5.255244755,5.272727273,0.034965035,-0.013986014,-0.013986014,-0.031468531,2.24765312,2.335192137,2.413768627,2.63736121,2.633606874,0.400220771,0.580211867,0.670019785,0.666798539,5.248251748,5.244755245,5.251748252,5.318181818,5.307692308,-0.003496503,0.006993007,0.055944056,0.066433566,1.960463717,1.979604012,2.050138314,2.382719554,2.352246464,0.307773575,0.466363363,0.756503719,0.762585082,5.342657343,5.356643357,5.395104895,5.440559441,5.433566434,0.013986014,0.038461538,0.038461538,0.045454545,2.139371592,2.172897151,2.303584656,2.54812591,2.546575108,0.536211715,0.538278357,0.655815879,0.681610814,Denver
20,3.056603774,3.235849057,3.622641509,4.301886792,4.235849057,0.179245283,0.386792453,0.613207547,0.679245283,1.706180299,1.915112265,2.459008047,2.992593433,2.965040389,0.431986989,0.763085899,0.83461716,0.878821395,2.650943396,2.688679245,2.745283019,3.283018868,3.216981132,0.037735849,0.056603774,0.471698113,0.537735849,1.15505063,1.132743888,1.265372678,1.792867971,1.756645705,0.363174582,0.454190828,0.745878162,0.745456438,2.726415094,2.79245283,2.924528302,3.518867925,3.509433962,0.066037736,0.132075472,0.58490566,0.594339623,1.238532302,1.247603273,1.418907113,2.062043056,2.043550985,0.3167955,0.499055712,0.826558263,0.848284565,Denver
30,1.346153846,1.346153846,1.615384615,2.423076923,2.346153846,0,0.269230769,0.730769231,0.807692308,0.628796164,0.628796164,1.022816624,2.175740369,2.038476052,0,0.452344321,1.079173473,1.233506571,1.269230769,1.230769231,1.269230769,1.384615385,1.384615385,-0.038461538,0.038461538,0.115384615,0.115384615,0.452344321,0.429668924,0.452344321,0.752431955,0.637302005,0.34418242,0.196116135,0.431455497,0.588348405,1.269230769,1.192307692,1.269230769,1.423076923,1.423076923,-0.076923077,0.076923077,0.153846154,0.153846154,0.452344321,0.401918476,0.452344321,0.757526339,0.757526339,0.271746488,0.39223227,0.464095481,0.464095481,Denver
40,1.133333333,1.133333333,1.2,1.666666667,1.666666667,0,0.066666667,0.466666667,0.466666667,0.351865775,0.351865775,0.414039336,1.290994449,1.290994449,0,0.25819889,0.915475416,0.915475416,1,1,1,1.066666667,1.066666667,0,0,0.066666667,0.066666667,0,0,0,0.25819889,0.25819889,0,0,0.25819889,0.25819889,1,1,1,1.133333333,1.133333333,0,0,0.133333333,0.133333333,0,0,0,0.351865775,0.351865775,0,0,0.351865775,0.351865775,Denver
0,8.75,8.698863636,8.522727273,7.823863636,7.829545455,-0.051136364,-0.176136364,-0.693181818,-0.698863636,1.328801823,1.298438123,1.656000502,2.121373912,2.123186774,0.288243674,0.553119841,0.706831231,0.70524473,8.852272727,8.926136364,8.835227273,8.221590909,8.215909091,0.073863636,-0.090909091,-0.619318182,-0.613636364,1.247074499,1.22367076,1.481739501,2.092651025,2.09188289,0.262295065,0.504524979,0.79819195,0.79902538,8.795454545,8.647727273,8.556818182,8.011363636,8,-0.147727273,-0.090909091,-0.556818182,-0.545454545,1.279813298,1.322679296,1.59540737,2.111163894,2.103058997,0.355841786,0.537430153,0.690473205,0.691319085,Houston
10,7.105960265,7.109271523,6.794701987,6.314569536,6.354304636,0.003311258,-0.314569536,-0.440397351,-0.48013245,1.967011386,2.009441204,2.256972602,2.41748606,2.437994794,0.320903463,0.56213846,0.627252492,0.624475314,7.228476821,7.225165563,6.953642384,6.344370861,6.380794702,-0.003311258,-0.271523179,-0.572847682,-0.609271523,1.825652479,1.779066855,2.006096185,2.270850552,2.28181356,0.299482881,0.67645524,0.831076936,0.870128183,7.357615894,7.284768212,7.072847682,6.562913907,6.59602649,-0.072847682,-0.21192053,-0.476821192,-0.509933775,1.732412797,1.876157391,2.06569621,2.321576274,2.343234576,0.40918585,0.605723219,0.84581783,0.857777005,Houston
20,5.478632479,5.474358974,5.538461538,5.841880342,5.807692308,-0.004273504,0.064102564,0.269230769,0.303418803,1.90593512,1.934935376,2.096547178,2.28368873,2.254557762,0.376314443,0.729625871,0.600566476,0.646739146,5.431623932,5.384615385,5.333333333,5.444444444,5.448717949,-0.047008547,-0.051282051,0.115384615,0.111111111,1.757150911,1.722589895,2.02346747,2.358236209,2.338229233,0.249315853,0.974755643,0.853884372,0.900908247,5.401709402,5.521367521,5.517094017,5.705128205,5.692307692,0.11965812,-0.004273504,0.175213675,0.188034188,1.713665494,1.855733676,2.021803495,2.268135161,2.24836245,0.484301066,0.726552582,0.812499559,0.86844169,Houston
30,3.612121212,3.648484848,3.945454545,4.624242424,4.593939394,0.036363636,0.296969697,0.648484848,0.678787879,1.377466209,1.439029401,1.798558181,2.460298205,2.424209627,0.310210571,0.918802524,0.929240843,0.956287784,3.406060606,3.4,3.496969697,4.254545455,4.23030303,-0.006060606,0.096969697,0.733333333,0.757575758,1.125627032,1.119668941,1.625348902,2.483247641,2.463450491,0.302368086,0.99525853,1.042589023,1.065830234,3.315151515,3.4,3.515151515,4.133333333,4.109090909,0.084848485,0.115151515,0.593939394,0.618181818,0.955127757,1.103210393,1.446636387,2.128589747,2.121372605,0.473776481,0.791772176,0.896449431,0.907104259,Houston
40,2.337837838,2.378378378,2.743243243,3.513513514,3.513513514,0.040540541,0.364864865,0.77027027,0.77027027,0.864474296,0.902093497,1.86577547,2.994255886,2.994255886,0.198569486,1.298833242,1.309054844,1.309054844,2.175675676,2.162162162,2.337837838,3.094594595,3.067567568,-0.013513514,0.175675676,0.72972973,0.756756757,0.764953362,0.776839876,1.43610038,2.695348194,2.655214983,0.116247639,0.984233352,1.347725606,1.392846802,2.108108108,2.175675676,2.202702703,2.878378378,2.864864865,0.067567568,0.027027027,0.662162162,0.675675676,0.673725434,0.746830896,1.158408565,2.189343448,2.108848445,0.302096831,0.810428146,1.076231719,1.159925696,Houston
50,1.512195122,1.512195122,1.682926829,1.926829268,1.926829268,0,0.170731707,0.243902439,0.243902439,0.506060827,0.506060827,0.849677127,1.472926405,1.472926405,0,0.543251278,0.734182804,0.734182804,1.56097561,1.56097561,1.926829268,2.414634146,2.390243902,0,0.365853659,0.463414634,0.487804878,0.502433104,0.502433104,1.522994483,1.987153866,1.973297352,0,1.47912301,0.951250781,0.95189157,1.536585366,1.56097561,1.780487805,1.902439024,1.902439024,0.024390244,0.219512195,0.12195122,0.12195122,0.504854483,0.502433104,1.474994833,1.578050665,1.578050665,0.156173762,1.474994833,0.331294578,0.331294578,Houston
60,1.259259259,1.259259259,1.555555556,1.962962963,1.962962963,0,0.296296296,0.407407407,0.407407407,0.446576085,0.446576085,0.891555828,1.505923726,1.505923726,0,0.541707756,0.693888666,0.693888666,1.222222222,1.259259259,1.555555556,2.074074074,2.074074074,0.037037037,0.296296296,0.518518519,0.518518519,0.423659273,0.446576085,0.847318546,1.838183173,1.838183173,0.19245009,0.541707756,1.051386278,1.051386278,1.222222222,1.222222222,1.481481481,1.777777778,1.777777778,0,0.259259259,0.296296296,0.296296296,0.423659273,0.423659273,0.752961863,1.120897077,1.120897077,0,0.525693139,0.541707756,0.541707756,Houston
70,0.976744186,0.976744186,1.418604651,1.581395349,1.581395349,0,0.441860465,0.162790698,0.162790698,0.15249857,0.15249857,0.544782969,0.698043461,0.698043461,0,0.502485517,0.373543684,0.373543684,1,1,2.325581395,3.418604651,3.325581395,0,1.325581395,1,1.093023256,0.21821789,0.21821789,1.267185299,2.259715091,2.179131874,0,1.189656418,1.175139303,1.211334437,0.976744186,0.976744186,1.88372093,2.697674419,2.697674419,0,0.906976744,0.813953488,0.813953488,0.15249857,0.15249857,1.400838224,2.964350758,2.964350758,0,1.376917771,1.721790513,1.721790513,Houston
80,1,1,1.142857143,1.142857143,1.142857143,0,0.142857143,0,0,0,0,0.377964473,0.377964473,0.377964473,0,0.377964473,0,0,1,1,1.142857143,1.714285714,1.714285714,0,0.142857143,0.571428571,0.571428571,0,0,0.377964473,1.496026483,1.496026483,0,0.377964473,1.133893419,1.133893419,1,1,1.714285714,2.571428571,2.571428571,0,0.714285714,0.857142857,0.857142857,0,0,1.112697281,2.935821456,2.935821456,0,1.112697281,1.864454471,1.864454471,Houston
0,6.359090909,6.104545455,5.859090909,5.704545455,5.763636364,-0.254545455,-0.245454545,-0.095454545,-0.154545455,2.775160383,2.761935869,2.757001728,2.751334632,2.782618171,0.446935044,0.471785952,0.443087211,0.386681553,6.959090909,6.913636364,6.718181818,6.336363636,6.381818182,-0.045454545,-0.195454545,-0.336363636,-0.381818182,2.501717965,2.547591835,2.62280765,2.77719767,2.774580698,0.327892499,0.461264168,0.593377035,0.573092519,7.295454545,6.959090909,6.718181818,6.25,6.322727273,-0.336363636,-0.240909091,-0.395454545,-0.468181818,2.350357453,2.543351812,2.655679941,2.843923266,2.831723714,0.528239477,0.449412697,0.567761987,0.576468832,Las Vegas
10,5.395555556,5.617777778,5.84,5.977777778,5.933333333,0.222222222,0.222222222,0.093333333,0.137777778,2.587569491,2.69848576,2.746946357,2.765289388,2.718980902,0.467176592,0.538221645,0.555170501,0.426409893,4.826666667,4.871111111,5.008888889,5.208888889,5.182222222,0.044444444,0.137777778,0.173333333,0.2,2.478694933,2.470596933,2.599778684,2.656849489,2.619917604,0.310209862,0.520683312,0.598510055,0.481812056,4.515555556,4.835555556,4.933333333,5.306666667,5.244444444,0.32,0.097777778,0.311111111,0.373333333,2.273876838,2.43203651,2.55999442,2.554617668,2.540348995,0.513044136,0.566351453,0.695079075,0.614700856,Las Vegas
20,1.884615385,2.115384615,2.269230769,2.307692308,2.230769231,0.230769231,0.153846154,-0.038461538,0.038461538,0.765606848,0.951921134,1.002305036,1.010711859,1.031802008,0.429668924,0.367946484,0.445490223,0.34418242,1.730769231,1.730769231,1.884615385,1.807692308,1.769230769,0,0.153846154,-0.115384615,-0.076923077,0.874422887,0.874422887,1.070585749,1.020557917,0.992277877,0,0.464095481,0.515901004,0.48357642,1.576923077,1.653846154,1.692307692,1.769230769,1.730769231,0.076923077,0.038461538,0.038461538,0.076923077,0.643308755,0.68948141,0.88404664,0.951112709,0.827414881,0.271746488,0.52769455,0.52769455,0.560219737,Las Vegas
30,1,1,0.75,0.75,0.75,0,-0.25,0,0,0,0,0.5,0.5,0.5,0,0.5,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,1,0.75,0.75,0.75,0.25,-0.25,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0,Las Vegas
0,8.308880309,5.654440154,4.666023166,4.787644788,4.932432432,-2.654440154,-0.988416988,0.266409266,0.121621622,1.513689404,2.137056666,1.810789716,1.974029118,2.07156074,1.620196986,0.534913543,0.537267824,0.424896933,8.689189189,8.22007722,7.501930502,6.94015444,7.185328185,-0.469111969,-0.718146718,-0.316602317,-0.561776062,1.546793939,1.819149799,2.184656389,2.368860195,2.313950834,0.518526762,0.620178768,0.596698233,0.648645615,8.723938224,8.332046332,7.496138996,6.766409266,7.083011583,-0.391891892,-0.835907336,-0.413127413,-0.72972973,1.514292429,1.788036771,2.204923398,2.408373337,2.372240534,0.500378862,0.696845786,0.621333709,0.690025876,Los Angeles
10,7.789473684,6.53769559,5.672830725,5.900426743,6.102418208,-1.251778094,-0.864864865,0.429587482,0.227596017,1.746319738,2.327450174,2.008795144,2.016678983,2.066772085,2.592569724,0.580011497,0.702320716,0.533205964,7.664295875,7.391180654,7.085348506,7.147937411,7.33997155,-0.27311522,-0.305832148,0.254623044,0.062588905,1.655851158,1.997657218,2.220366455,2.241353919,2.183121866,0.731429033,0.619307223,0.639870085,0.678575356,7.652916074,7.428165007,7.049786629,7.055476529,7.263157895,-0.224751067,-0.378378378,0.213371266,0.0056899,1.64312932,1.986465003,2.288724208,2.374135445,2.292162973,0.700518054,0.738975335,0.662373258,0.67724223,Los Angeles
