int_dis,health_acc_flag,health2_acc_flag,health2_Monday_flag,health_acc_flag_std,health2_acc_flag_std,health2_Monday_flag_std,food_acc_flag,food2_acc_flag,food2_Monday_flag,food_acc_flag_std,food2_acc_flag_std,food2_Monday_flag_std,grocery_acc_flag,grocery2_acc_flag,grocery2_Monday_flag,grocery_acc_flag_std,grocery2_acc_flag_std,grocery2_Monday_flag_std,city
30,1.2075471698113207,1.2075471698113207,1.3018867924528301,0.627184503349644,0.666328231905526,1.1404791186226648,1.1257861635220126,1.1257861635220126,1.2641509433962264,0.6338763442559914,0.6631545094106229,1.1770636614677383,1.1383647798742138,1.169811320754717,1.220125786163522,0.650977720567872,0.6183639824631916,1.0166201059264484,Boston
40,0.7142857142857143,0.7142857142857143,1.025974025974026,0.6459823783066431,0.6855106213838522,1.075737519027197,0.7272727272727273,0.7142857142857143,1.2597402597402598,0.6616638444574411,0.7044434693456668,1.370771943512481,0.6883116883116883,0.6753246753246753,1.0649350649350648,0.6541314100179811,0.6577785269886266,1.1509454047327026,Boston
50,0.16666666666666666,0.2708333333333333,0.5625,0.3766217885773547,0.4490928602896294,0.8227160519448126,0.22916666666666666,0.2916666666666667,0.8333333333333334,0.42474439539379416,0.4593396431851038,1.0585685503955446,0.2916666666666667,0.20833333333333334,0.6666666666666666,0.4593396431851038,0.4104140790860576,0.9748613285637492,Boston
60,0.0,0.03333333333333333,0.6666666666666666,0.0,0.18257418583505536,0.8840866447369845,0.0,0.06666666666666667,1.0333333333333334,0.0,0.2537081317024624,1.2994251602637363,0.0,0.06666666666666667,0.8333333333333334,0.0,0.2537081317024624,1.176884646541184,Boston
70,0.0,0.07142857142857142,1.0,0.0,0.2672612419124244,1.3587324409735149,0.0,0.0,1.3571428571428572,0.0,0.0,1.7805419597217222,0.0,0.0,1.2857142857142858,0.0,0.0,1.6837947722821909,Boston
80,0.0,0.0,1.8,0.0,0.0,1.4735767952260146,0.0,0.06666666666666667,2.6666666666666665,0.0,0.2581988897471611,1.7593288763724921,0.0,0.0,2.2,0.0,0.0,1.4735767952260144,Boston
90,0.0,0.0,1.2,0.0,0.0,1.0327955589886444,0.0,0.0,2.2,0.0,0.0,1.3165611772087666,0.0,0.0,1.6,0.0,0.0,0.9660917830792959,Boston
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.8,0.0,0.0,0.4472135954999579,Boston
0,4.029629629629629,4.007407407407407,3.2617283950617284,1.0264381898272077,1.0423908373857602,1.2880417154353456,4.266666666666667,4.234567901234568,3.6666666666666665,0.9135937091215854,0.9263951872859253,1.2566653973083206,4.167901234567902,4.069135802469136,3.4592592592592593,0.9705856097556808,1.01237906933465,1.3262186416984794,Chicago
10,3.5948616600790513,3.5573122529644268,3.0770750988142295,1.2601639374069558,1.2888231984870826,1.5182024748843748,3.7786561264822134,3.7490118577075098,3.3616600790513833,1.0983421225422036,1.1196927672037638,1.4670075998734067,3.841897233201581,3.7786561264822134,3.324110671936759,1.091235813790613,1.1545943406313046,1.5056631378755259,Chicago
20,3.140740740740741,3.1148148148148147,3.248148148148148,1.4564966010573615,1.5002363391764815,1.752718625507534,3.0407407407407407,3.1,3.2037037037037037,1.2049338655159076,1.26769996332966,1.619808029720214,3.1296296296296298,3.1666666666666665,3.240740740740741,1.2322539009645048,1.312649354221281,1.626170555639595,Chicago
30,2.314754098360656,2.3344262295081966,2.9245901639344263,1.3928667032954967,1.4070879370059446,1.8719409904196926,2.095081967213115,2.180327868852459,2.6688524590163936,1.2061282975840342,1.273569847046599,1.6677613603671653,2.1672131147540985,2.2557377049180327,2.7508196721311475,1.246669419666938,1.320452049559356,1.7158915657468585,Chicago
40,1.5197132616487454,1.5627240143369177,2.2114695340501793,1.1310553692992305,1.1608920065604975,1.6430837141467822,1.3512544802867383,1.4193548387096775,1.9103942652329748,0.9321921655796,1.003475048119148,1.4303491758515052,1.4121863799283154,1.4516129032258065,1.960573476702509,0.9811140458137184,1.0407122184156041,1.4844109703630837,Chicago
50,1.004566210045662,1.0410958904109588,1.8036529680365296,0.6095397338237125,0.6376207818171021,1.0372800477040918,0.9041095890410958,0.9360730593607306,1.4794520547945205,0.5201724368725632,0.5380265623496746,0.9052789479536919,0.9178082191780822,0.9406392694063926,1.547945205479452,0.5181147367934961,0.5511801787619128,0.9913538498938631,Chicago
60,0.49074074074074076,0.5092592592592593,1.1481481481481481,0.5022448740055658,0.5205204148253106,0.9253927159760797,0.4537037037037037,0.5,0.9351851851851852,0.5001730403235746,0.5023310149673528,0.7397037566681254,0.4722222222222222,0.5,1.037037037037037,0.501555213709073,0.5023310149673528,0.8194587446171141,Chicago
70,0.03636363636363636,0.05454545454545454,0.14545454545454545,0.18891859540615819,0.22918388365077622,0.3558079911965534,0.01818181818181818,0.01818181818181818,0.12727272727272726,0.13483997249264842,0.13483997249264842,0.33634998607300864,0.01818181818181818,0.03636363636363636,0.2545454545454545,0.13483997249264842,0.18891859540615819,0.5517038194331307,Chicago
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chicago
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chicago
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chicago
0,4.4363636363636365,4.327272727272727,4.209090909090909,0.77254818117936,0.8139730503968241,0.8683576668235714,4.590909090909091,4.4818181818181815,4.336363636363636,0.694611693324949,0.7749734317058067,0.8158664300564642,4.490909090909091,4.427272727272728,4.3090909090909095,0.7510903944603091,0.7951584102645916,0.8211141965462592,Charlotte
10,3.3863636363636362,3.409090909090909,3.5,1.0675485742401845,1.171900951019622,1.2509538345531408,3.303030303030303,3.4242424242424243,3.507575757575758,0.9566113374736437,1.0493270262208239,1.2324877846271527,3.462121212121212,3.522727272727273,3.6515151515151514,1.0144400405556204,1.044548984749206,1.1589996244777963,Charlotte
20,2.018867924528302,2.047169811320755,2.188679245283019,0.8278616410220077,1.0177667004789326,1.3388922752439782,2.009433962264151,2.009433962264151,2.0660377358490565,0.8105880642368223,0.9102096359145896,1.2744288575076121,2.0377358490566038,2.1132075471698113,2.207547169811321,0.8386443516815504,0.876364293865026,1.1768964928559673,Charlotte
30,1.1685393258426966,1.247191011235955,1.4943820224719102,0.7573271638433383,0.8826728375225454,1.2533917212690784,1.1348314606741574,1.2247191011235956,1.3820224719101124,0.7414821035656016,0.8083767262624643,1.1432173297871402,1.1685393258426966,1.2359550561797752,1.348314606741573,0.7266979342480956,0.7541170621406497,1.0455655667835038,Charlotte
40,0.4146341463414634,0.43902439024390244,0.7073170731707317,0.6699108058576739,0.6726358780129438,1.0546066195274992,0.4146341463414634,0.4146341463414634,0.7560975609756098,0.6314906870294115,0.6699108058576739,1.0435633139603475,0.36585365853658536,0.4146341463414634,0.6097560975609756,0.6227398156925414,0.6699108058576739,0.9969465577574308,Charlotte
50,0.2647058823529412,0.38235294117647056,0.7647058823529411,0.44781107551989907,0.4932702180563817,0.6988659007542696,0.29411764705882354,0.4117647058823529,0.9705882352941176,0.46249729006288026,0.49955416843564227,0.8343131494664032,0.38235294117647056,0.35294117647058826,0.8235294117647058,0.4932702180563817,0.485071250072666,0.7576114073608448,Charlotte
60,0.13043478260869565,0.13043478260869565,0.6521739130434783,0.34435022157509093,0.34435022157509093,0.714059817469728,0.13043478260869565,0.21739130434782608,0.8695652173913043,0.34435022157509093,0.42174116783664994,0.9678630550241251,0.17391304347826086,0.13043478260869565,0.782608695652174,0.38755338788158983,0.34435022157509093,0.9023465237988441,Charlotte
0,1.8465909090909092,1.7045454545454546,1.1931818181818181,1.0552127870595702,1.0103361919575191,0.94243398611352,2.778409090909091,2.6306818181818183,1.8465909090909092,1.34452956094678,1.2806121709821172,1.2577938839672633,2.8693181818181817,2.852272727272727,2.0738636363636362,1.3732013028619716,1.3568010505999364,1.3353218397017315,Detroit
10,3.2464589235127477,3.13314447592068,2.7138810198300285,1.326690681278377,1.33648773252172,1.3442871368342582,3.7393767705382435,3.688385269121813,3.226628895184136,1.1580040907172786,1.1746885220658694,1.294513870217474,3.8073654390934846,3.71671388101983,3.314447592067989,1.154168396334609,1.1452364137904194,1.3143615773105888,Detroit
20,3.6344827586206896,3.6310344827586207,3.5310344827586206,1.4755858286673766,1.4945352469390465,1.5319217973742951,3.7448275862068967,3.8,3.786206896551724,1.3115368324618988,1.3237254756739019,1.424871544730757,3.7413793103448274,3.7379310344827585,3.717241379310345,1.2774372163769891,1.346638463336259,1.4680139740614233,Detroit
30,3.176470588235294,3.2450980392156863,3.5,1.385439872215599,1.396238962918773,1.440101255334418,2.700980392156863,2.799019607843137,3.2058823529411766,1.1591567427632217,1.167625277129173,1.381355337113438,2.5833333333333335,2.656862745098039,3.1323529411764706,1.0257361488034986,1.1446607520247756,1.3306290793230384,Detroit
40,1.6666666666666667,1.7291666666666667,2.2916666666666665,0.9911892555667042,0.9891960230054633,1.1780149821821513,1.2395833333333333,1.2291666666666667,1.7291666666666667,0.5937355723085499,0.5890074910910756,0.9676794452565014,1.1770833333333333,1.2083333333333333,1.5729166666666667,0.5230435559334508,0.5603883365303908,0.8914186406972072,Detroit
50,0.29310344827586204,0.29310344827586204,0.6206896551724138,0.45916096973528975,0.45916096973528975,0.6708880265004239,0.3448275862068966,0.3275862068965517,0.39655172413793105,0.4794633014853842,0.4734320764739994,0.5278109434395227,0.3620689655172414,0.3275862068965517,0.25862068965517243,0.4847960635468176,0.4734320764739994,0.44170105106485397,Detroit
60,0.020833333333333332,0.041666666666666664,0.3333333333333333,0.14433756729740643,0.20194093652345882,0.6302087912488812,0.0625,0.08333333333333333,0.2916666666666667,0.24462302739504083,0.2793101938654641,0.5819385554072728,0.041666666666666664,0.08333333333333333,0.14583333333333334,0.20194093652345882,0.2793101938654641,0.3566739576374165,Detroit
70,0.0,0.0,0.06666666666666667,0.0,0.0,0.2537081317024624,0.0,0.0,0.06666666666666667,0.0,0.0,0.2537081317024624,0.0,0.0,0.1,0.0,0.0,0.30512857662936466,Detroit
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14705882352941177,0.0,0.0,0.35949062795357095,0.0,0.0,0.5294117647058824,0.0,0.0,0.7064762801416988,Detroit
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.7264831572567789,Detroit
0,3.664516129032258,3.567741935483871,3.2451612903225806,1.1297478132271,1.1397160436893843,1.3355379065344914,4.083870967741936,3.9806451612903224,3.6838709677419357,0.9531549710445723,1.0411717159542218,1.257470346192804,4.109677419354838,4.032258064516129,3.793548387096774,0.9157194456045108,1.0155885942203742,1.1881272735267177,Dallas
10,3.5682656826568264,3.4797047970479706,3.3653136531365315,1.356038736569578,1.3899618651626868,1.4591143284470787,3.8265682656826567,3.7675276752767526,3.6051660516605164,1.2425313297892022,1.277083255997729,1.3726869669963946,3.974169741697417,3.904059040590406,3.763837638376384,1.1495879909162332,1.1980007034180695,1.2691286145256269,Dallas
20,3.4651162790697674,3.4612403100775193,3.5,1.538337632397865,1.5633352592095657,1.6128134781105652,3.554263565891473,3.4844961240310077,3.5813953488372094,1.4438118458497387,1.484600569237217,1.5691464601875562,3.63953488372093,3.616279069767442,3.635658914728682,1.3884974161495154,1.4128532104187503,1.473173786024828,Dallas
30,2.617283950617284,2.662551440329218,2.9670781893004117,1.4074879554222506,1.4550130187526342,1.5716189283171174,2.6378600823045266,2.6090534979423867,2.847736625514403,1.3018291125156876,1.3481853158547874,1.4479484705342411,2.6090534979423867,2.6090534979423867,2.7242798353909463,1.246250711522011,1.2757433132328684,1.3914240712888197,Dallas
40,1.5798816568047338,1.6153846153846154,2.076923076923077,0.9855249919312289,1.0235326314383182,1.2100767390069584,1.6745562130177514,1.6272189349112427,2.106508875739645,1.060942392504958,1.0044981953200511,1.295787222200609,1.7041420118343196,1.7514792899408285,2.1893491124260356,1.0612411326448652,1.1221846523249988,1.4758791334932395,Dallas
50,0.75,0.75,1.2348484848484849,0.6224183321148822,0.6224183321148822,0.9559763682029866,1.0606060606060606,0.9848484848484849,1.6363636363636365,0.8266327886620713,0.761525673180962,1.1608941491530662,1.121212121212121,1.1363636363636365,1.9015151515151516,0.8291474793107522,0.8540226079272129,1.4134568554474622,Dallas
60,0.2857142857142857,0.2619047619047619,0.38095238095238093,0.4572299568592126,0.44500061986933037,0.5388506717613029,0.40476190476190477,0.3333333333333333,0.6904761904761905,0.5436786985838643,0.4771187236136979,0.9236221178016747,0.40476190476190477,0.40476190476190477,1.0238095238095237,0.5436786985838643,0.5436786985838643,1.2781101757557913,Dallas
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.35856858280031806,Dallas
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.2581988897471611,Dallas
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.3415650255319866,0.0,0.0,0.4375,0.0,0.0,0.6291528696058958,Dallas
0,4.269662921348314,4.219101123595506,4.112359550561798,0.8472493872255852,0.87802763099443,0.9735275974451716,4.46067415730337,4.466292134831461,4.421348314606742,0.7373211517360054,0.7376009087682552,0.7789565540001198,4.382022471910112,4.387640449438202,4.342696629213483,0.7517304778686084,0.7963646532546947,0.84404027542662,Denver
10,2.513793103448276,2.5,2.6,1.3700261755716865,1.3901532115407615,1.4427962086358483,2.462068965517241,2.4827586206896552,2.524137931034483,1.1588127181052699,1.1622877349884864,1.2145756011643747,2.5482758620689654,2.6310344827586207,2.7482758620689656,1.2586367892427959,1.2637077999486737,1.329234941300119,Denver
20,1.174757281553398,1.2912621359223302,1.6504854368932038,1.0330535781904757,1.1933727780847962,1.5192150828382043,0.8543689320388349,0.8737864077669902,0.941747572815534,0.7195827629611545,0.72327701484673,0.8143955140488403,0.9223300970873787,1.029126213592233,1.2427184466019416,0.7368363799053026,0.7977457293021607,0.944187786837581,Denver
30,0.14814814814814814,0.18518518518518517,0.37037037037037035,0.3620139928982457,0.3958473906635696,0.629294363562392,0.0,0.0,0.07407407407407407,0.0,0.0,0.2668802563418119,0.0,0.0,0.07407407407407407,0.0,0.0,0.2668802563418119,Denver
40,0.0,0.0,0.125,0.0,0.0,0.3415650255319866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Denver
0,4.447058823529412,4.405882352941177,4.405882352941177,0.6881220882616964,0.7174664400417254,0.7956766226630133,4.517647058823529,4.570588235294117,4.594117647058823,0.6456365091244266,0.613713795140683,0.6836818079191794,4.4941176470588236,4.435294117647059,4.458823529411765,0.6549498270998322,0.6784433771078652,0.7386688999963323,Houston
10,3.6590163934426227,3.6098360655737705,3.577049180327869,1.1188247254050736,1.1507584624179727,1.238684765479592,3.767213114754098,3.763934426229508,3.773770491803279,1.0235261083940548,1.0016487702003283,1.0689858756858646,3.8262295081967213,3.7704918032786887,3.7573770491803278,0.9763488711548495,1.0449351941462626,1.1003078242129154,Houston
20,2.7948717948717947,2.752136752136752,2.927350427350427,1.2258899651554647,1.2492468660323113,1.3032889350974546,2.8290598290598292,2.8034188034188032,2.8632478632478633,1.148169644645689,1.109764048999508,1.2388973562528005,2.8333333333333335,2.8803418803418803,2.97008547008547,1.1204306345628685,1.1840310369032137,1.240916521127027,Houston
30,1.6091954022988506,1.603448275862069,2.0114942528735633,0.9355697079107692,0.9666040041182105,1.2020623210408858,1.5862068965517242,1.5574712643678161,1.7816091954022988,0.8195829213928678,0.8007413016183612,1.1472539453735042,1.5402298850574712,1.6436781609195403,1.735632183908046,0.7181317717836143,0.8325323371213079,1.047537934969891,Houston
40,0.7058823529411765,0.6911764705882353,1.25,0.6243521664442552,0.6290801847468165,1.2622533747586309,0.6911764705882353,0.6911764705882353,0.8676470588235294,0.5533440521367503,0.5533440521367503,1.0207461678815901,0.6470588235294118,0.6911764705882353,0.9264705882352942,0.4814377064012164,0.5533440521367503,0.8863168206599285,Houston
50,0.17073170731707318,0.14634146341463414,0.43902439024390244,0.3809487514345101,0.3578390427102734,0.6343808196897538,0.17073170731707318,0.17073170731707318,0.6829268292682927,0.3809487514345102,0.3809487514345102,0.9601829094043465,0.0975609756097561,0.0975609756097561,0.4146341463414634,0.30040622902833486,0.30040622902833486,0.8653210316436775,Houston
60,0.13793103448275862,0.10344827586206896,0.27586206896551724,0.3509312031717982,0.30993404669460345,0.5275652785700641,0.034482758620689655,0.034482758620689655,0.2413793103448276,0.18569533817705186,0.18569533817705186,0.5109635445336238,0.0,0.034482758620689655,0.3103448275862069,0.0,0.18569533817705186,0.47082361543075835,Houston
70,0.0,0.0,0.12195121951219512,0.0,0.0,0.33129457822453967,0.0,0.0,1.0731707317073171,0.0,0.0,0.9052691285589889,0.0,0.0,0.5365853658536586,0.0,0.0,1.0511317942011305,Houston
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.37796447300922725,0.0,0.0,0.42857142857142855,0.0,0.0,0.7867957924694432,Houston
0,3.1312217194570136,2.927601809954751,2.773755656108597,1.5885879523763269,1.585218122300347,1.6021119340157204,3.475113122171946,3.4434389140271495,3.253393665158371,1.444603000154125,1.462474531907758,1.5102828674714777,3.669683257918552,3.493212669683258,3.2895927601809953,1.3157902530903325,1.4448023126877385,1.5484098343849648,Las Vegas
10,2.7772727272727273,2.890909090909091,2.9909090909090907,1.552853263709592,1.6095914257686161,1.6329677414651629,2.459090909090909,2.5136363636363637,2.5,1.5299622733609628,1.5364061292853,1.614715435014189,2.286363636363636,2.4909090909090907,2.4954545454545456,1.4476545207531522,1.4819797603080278,1.542392517580965,Las Vegas
20,0.5333333333333333,0.6,0.8,0.6288102248298565,0.6746646676632054,0.7611243951073874,0.43333333333333335,0.4666666666666667,0.4666666666666667,0.6260623155792926,0.6288102248298565,0.6288102248298565,0.16666666666666666,0.26666666666666666,0.26666666666666666,0.3790490217894517,0.5208304597621879,0.5832922809856746,Las Vegas
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Las Vegas
0,4.357707509881423,2.9782608695652173,1.883399209486166,0.7988295158970051,1.2481755950068594,1.106345830091907,4.478260869565218,4.243083003952569,3.883399209486166,0.7988368643050384,0.9534728503030475,1.1791258327358944,4.492094861660079,4.274703557312253,3.8537549407114624,0.7891195487824234,0.9406298769511119,1.204922137587657,Los Angeles
10,4.021186440677966,3.3983050847457625,2.4322033898305087,0.9140442820957915,1.2573281465219603,1.1783920689018264,3.98728813559322,3.8403954802259888,3.6737288135593222,0.909548276228222,1.1048079887611526,1.200913935284576,3.9548022598870056,3.8319209039548023,3.615819209039548,0.9123959104890842,1.1238689663051438,1.275103137997106,Los Angeles
20,3.0462519936204147,2.81658692185008,2.334928229665072,1.0155804555215666,1.731085596345085,1.6467923471940509,2.821371610845295,2.7527910685805423,2.7671451355661882,0.9806381344931275,1.2831437380294013,1.4062862006942396,2.7767145135566187,2.688995215311005,2.6762360446570974,0.9730719708941469,1.2641240808047132,1.4047363498409662,Los Angeles
30,1.7568134171907757,2.1865828092243187,2.10062893081761,0.7472503607682905,1.803587770110945,1.8770897661458958,1.6457023060796645,1.7127882599580713,1.8909853249475892,0.8661754166268059,1.2896256961476855,1.5491467134200547,1.6184486373165619,1.628930817610063,1.771488469601677,0.8507999843839682,1.2327130312739658,1.524376331478488,Los Angeles
40,0.7331081081081081,2.7263513513513513,3.0945945945945947,0.465470567587219,1.9819819386027016,2.1212015713448285,0.9324324324324325,1.5439189189189189,2.0033783783783785,0.733343050227827,1.2854189504396365,1.7456936085661043,0.8817567567567568,1.5067567567567568,2.0844594594594597,0.6761342923636724,1.2861537542670427,1.8178852619099857,Los Angeles
50,0.1095890410958904,2.684931506849315,3.1986301369863015,0.31345213947450273,2.1229563792927504,2.3682377065387055,0.22602739726027396,0.9315068493150684,1.4931506849315068,0.41969690122680897,0.9071177108468745,1.3858724394823534,0.1643835616438356,1.0068493150684932,1.7328767123287672,0.37189908271991856,0.9577025334908016,1.5943481897667666,Los Angeles
60,0.0,1.7096774193548387,2.596774193548387,0.0,1.8764030534045764,2.4791568993878,0.0,0.11290322580645161,0.43548387096774194,0.0,0.3190579735427824,0.6923698372538106,0.0,0.1774193548387097,0.6935483870967742,0.0,0.3851418111568988,0.8794318150331144,Los Angeles
70,0.0,1.8735632183908046,3.67816091954023,0.0,1.58337729788847,2.1212888407514945,0.0,0.0,0.21839080459770116,0.0,0.0,0.4155491563098284,0.0,0.0,0.4827586206896552,0.0,0.0,0.6623086641739906,Los Angeles
80,0.0,0.5333333333333333,4.466666666666667,0.0,0.5163977794943222,0.833809387832792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Los Angeles
0,3.462025316455696,3.5126582278481013,2.3797468354430378,1.4700235101433248,1.4876876503043832,1.6649538351194886,4.075949367088608,4.0,3.481012658227848,1.2846189739560927,1.3162386092320502,1.6844039902548675,3.7025316455696204,3.4873417721518987,2.6012658227848102,1.3892650014360508,1.3625441815878871,1.635357236797361,Miami
10,3.583756345177665,3.66497461928934,2.5380710659898478,1.0923388600738284,1.1154945935001395,1.2955269730040366,3.9390862944162435,3.964467005076142,3.5786802030456855,1.0431238297287306,1.0220808832054067,1.2897366778643347,3.8477157360406093,3.7411167512690353,3.1878172588832485,1.053254121906171,1.0780674184616548,1.3132969134060415,Miami
20,2.916279069767442,2.8930232558139535,2.0325581395348835,1.646992477463561,1.6498931357120448,1.705916166579821,3.046511627906977,3.1069767441860465,2.6325581395348836,1.490679584908897,1.4922534156322058,1.7534639855744978,3.158139534883721,3.186046511627907,2.66046511627907,1.5507358154192745,1.658394307777722,1.892204807887453,Miami
